41,68
41,69
40,70
39,71
39,72
38,73
38,74
37,74
36,75
36,76
35,77
35,78
34,79
34,80
33,81
32,82
32,83
32,84
31,85
31,86
30,87
30,88
30,88
29,89
29,90
29,91
28,92
28,93
28,94
27,95
27,96
27,97
27,98
26,99
26,100
26,101
26,102
26,103
25,104
25,105
25,106
25,107
25,108
25,109
25,110
25,111
24,112
24,113
24,114
24,115
24,116
24,117
24,118
24,119
24,120
24,121
24,122
24,123
25,124
25,125
25,126
25,127
25,128
25,129
25,130
25,131
26,132
26,133
26,134
26,134
26,135
27,136
27,137
27,138
28,139
28,140
28,141
28,142
29,143
29,144
30,145
30,146
30,147
31,148
31,149
32,150
32,151
33,152
33,153
34,154
35,154
35,155
36,156
36,157
176,67
175,66
175,65
174,64
174,64
173,63
172,62
172,61
171,60
170,59
170,59
169,58
168,57
168,56
167,55
166,55
165,54
165,53
164,52
163,52
162,51
162,50
161,50
160,49
159,48
158,48
158,47
157,47
156,46
155,46
155,45
154,45
153,44
152,44
152,44
151,43
150,43
149,42
149,42
148,42
147,41
146,41
145,41
145,40
144,40
143,40
142,39
141,39
140,39
139,38
139,38
138,38
137,38
136,37
135,37
134,37
133,37
133,37
132,36
131,36
130,36
129,36
128,36
127,36
126,36
125,35
125,35
124,35
123,35
122,35
121,35
120,35
119,35
118,35
117,35
116,35
115,35
115,35
114,35
113,35
112,35
111,35
110,35
109,35
108,35
107,35
106,35
105,35
104,36
103,36
102,36
102,36
101,36
100,36
99,36
98,37
97,37
96,37
95,37
94,37
93,38
92,38
91,38
90,38
90,38
89,39
88,39
87,39
86,40
85,40
84,40
83,40
82,41
81,41
81,41
80,42
79,42
78,42
77,43
76,43
75,44
74,44
74,44
73,45
72,45
71,46
70,46
69,46
68,47
68,47
67,48
66,48
65,49
64,49
63,50
63,50
62,51
61,51
60,52
60,52
59,53
58,53
57,54
56,54
56,55
55,56
54,56
53,57
53,57
52,58
51,59
51,59
50,60
49,60
48,61
48,62
47,62
46,63
46,64
45,64
45,65
44,66
43,66
43,67
42,68
41,68
36,157
37,158
37,159
38,159
38,160
39,161
39,162
40,162
40,163
41,164
42,164
42,165
43,165
43,166
44,167
44,167
45,168
46,169
46,169
47,170
47,170
48,171
49,172
49,172
50,173
51,173
51,174
52,174
53,175
53,175
54,176
55,177
55,177
56,178
57,178
57,179
58,179
59,179
60,180
60,180
61,181
62,181
62,182
63,182
64,183
65,183
65,183
66,184
67,184
68,185
68,185
69,185
70,186
71,186
72,186
72,187
73,187
74,187
75,188
76,188
76,188
77,189
78,189
79,189
80,190
80,190
81,190
82,190
83,191
84,191
85,191
85,191
86,191
87,192
88,192
89,192
90,192
90,192
91,192
92,193
93,193
94,193
95,193
95,193
96,193
97,193
98,193
99,193
100,194
101,194
101,194
102,194
103,194
104,194
105,194
106,194
107,194
107,194
108,194
109,194
110,194
111,194
112,194
113,194
113,193
114,193
115,193
116,193
117,193
118,193
119,193
120,193
120,193
121,192
122,192
123,192
124,192
125,192
125,191
126,191
127,191
128,191
129,191
130,190
131,190
131,190
132,189
133,189
134,189
135,189
136,188
136,188
137,188
138,187
139,187
140,187
140,186
141,186
142,185
143,185
144,185
145,184
145,184
146,183
147,183
148,182
148,182
149,181
150,181
151,180
152,180
152,179
153,179
154,178
155,178
155,177
156,176
157,176
158,175
158,175
159,174
160,173
160,173
161,172
162,171
163,171
163,170
164,169
165,168
165,168
166,167
42,70
43,70
44,71
44,71
45,72
45,72
46,73
46,73
47,73
48,74
48,74
49,74
50,75
50,75
51,75
51,76
52,76
53,76
53,76
54,76
55,77
56,77
56,77
57,77
58,77
58,77
59,77
60,78
60,78
61,78
62,78
62,78
63,78
64,79
64,79
65,79
66,79
66,79
67,80
68,80
68,80
69,81
70,81
70,81
71,82
72,82
72,83
73,83
73,83
74,84
75,85
75,85
76,86
76,87
77,87
77,88
78,89
78,90
79,91
79,92
80,93
80,94
80,95
81,95
81,96
81,97
81,98
81,99
82,100
82,101
82,102
82,103
82,104
82,105
82,106
82,107
82,108
82,109
82,110
82,112
82,113
82,114
82,115
82,116
81,117
81,118
81,119
81,120
81,121
81,122
80,123
80,125
80,126
80,126
79,127
79,128
79,129
79,130
78,131
78,132
78,133
77,134
77,135
77,136
76,137
76,138
75,139
75,139
74,140
74,141
73,141
73,142
72,143
72,143
71,144
71,144
70,145
69,145
69,145
68,146
68,146
67,147
66,147
66,147
65,147
65,148
64,148
63,148
63,148
62,148
61,149
61,149
60,149
59,149
59,149
58,149
57,149
57,149
56,150
55,150
54,150
54,150
53,150
52,150
52,150
51,150
50,151
49,151
49,151
48,151
47,151
47,152
46,152
45,152
45,152
44,153
43,153
42,153
42,154
41,154
40,154
40,155
39,155
38,156
38,156
36,157
166,167
167,166
168,165
168,164
169,163
170,162
170,161
171,160
172,160
172,159
173,158
174,157
174,156
175,155
176,154
176,153
177,152
177,151
178,151
178,150
179,149
179,148
180,147
180,146
181,145
181,145
182,144
182,143
183,142
183,141
183,140
184,139
184,139
184,138
185,137
185,136
185,135
186,134
186,133
186,132
187,132
187,131
187,130
187,129
188,128
188,127
188,126
188,125
188,125
188,124
189,123
189,122
189,121
189,120
189,119
189,118
189,117
189,116
189,115
189,114
189,113
190,112
190,111
190,110
190,109
190,108
190,107
189,106
189,105
189,104
189,103
189,102
189,101
189,100
189,99
189,98
189,97
188,96
188,95
188,94
188,94
188,93
187,92
187,91
187,90
187,89
186,88
186,87
186,86
185,85
185,84
185,83
184,82
184,81
183,80
183,79
183,78
182,77
182,76
181,76
181,75
180,74
180,73
179,72
178,71
178,70
177,69
177,68
176,67
176,67
175,68
175,68
174,69
173,70
173,70
172,71
171,71
171,72
170,72
169,73
169,73
168,73
167,74
166,74
166,74
165,75
164,75
164,75
163,75
162,75
161,76
160,76
160,76
159,76
158,76
157,76
156,76
156,76
155,76
154,76
153,76
152,76
152,76
151,76
150,76
149,76
148,76
147,76
147,76
146,76
145,76
144,77
143,77
142,77
141,77
141,77
140,77
139,77
138,77
137,77
136,77
136,77
135,78
134,78
133,78
132,78
131,78
130,79
130,79
129,79
128,80
127,80
126,81
125,81
124,82
124,82
123,83
122,83
121,84
120,84
120,85
119,86
118,86
117,87
117,87
116,88
115,89
115,90
114,90
114,91
113,92
113,92
112,93
112,94
111,95
111,95
110,96
110,97
109,98
109,98
109,99
108,100
108,101
108,102
107,102
107,103
107,104
107,105
107,106
106,107
106,107
106,108
106,109
106,110
106,111
106,112
106,112
106,113
106,114
106,115
106,116
106,117
106,117
106,118
106,119
106,120
106,121
107,122
107,122
107,123
107,124
108,125
108,126
108,126
108,127
109,128
109,129
109,130
110,130
110,131
111,132
111,133
112,133
112,134
113,135
113,136
114,136
114,137
115,138
115,138
116,139
117,140
117,140
118,141
119,142
119,142
120,143
121,143
121,144
122,144
123,145
124,145
125,146
125,146
126,147
127,147
128,148
129,148
130,148
130,149
131,149
132,149
133,150
134,150
135,150
136,150
136,151
137,151
138,151
139,152
140,152
141,152
142,152
143,153
144,153
144,153
145,153
146,154
147,154
148,154
149,155
150,155
151,155
151,156
152,156
153,157
154,157
155,157
155,158
156,158
157,159
158,159
159,160
159,160
160,161
161,161
161,162
162,163
163,163
163,164
164,165
165,166
165,166
166,167
13.244999885559082,227.7550048828125
13.163928985595703,226.75363159179688
13.08298397064209,225.75216674804688
13.002167701721191,224.75062561035156
12.921480178833008,223.74899291992188
12.840924263000488,222.74728393554688
12.760501861572266,221.74549865722656
12.680213928222656,220.74363708496094
12.60006332397461,219.74168395996094
12.520050048828125,218.73965454101562
12.440177917480469,217.737548828125
12.360447883605957,216.73536682128906
12.280861854553223,215.7331085205078
12.201420783996582,214.7307586669922
12.122127532958984,213.7283477783203
12.042983055114746,212.72586059570312
11.9639892578125,211.72329711914062
11.885149002075195,210.72064208984375
11.806462287902832,209.7179412841797
11.727932929992676,208.71514892578125
11.649560928344727,207.7122802734375
11.571348190307617,206.7093505859375
11.493297576904297,205.7063446044922
11.415410041809082,204.70327758789062
11.337687492370605,203.70013427734375
11.2601318359375,202.69691467285156
11.182744979858398,201.69363403320312
11.105527877807617,200.69027709960938
11.028483390808105,199.68685913085938
10.951613426208496,198.68338012695312
10.874917984008789,197.67982482910156
10.79840087890625,196.67620849609375
10.722063064575195,195.6725311279297
10.645905494689941,194.6687774658203
10.569931030273438,193.6649627685547
10.494141578674316,192.6610870361328
10.418538093566895,191.6571502685547
10.343122482299805,190.6531524658203
10.267897605895996,189.6490936279297
10.192863464355469,188.6449737548828
10.118022918701172,187.6407928466797
10.043377876281738,186.6365509033203
9.968929290771484,185.6322479248047
9.89468002319336,184.62789916992188
9.82063102722168,183.62347412109375
9.746784210205078,182.61900329589844
9.673141479492188,181.61448669433594
9.59970474243164,180.60989379882812
9.526474952697754,179.60525512695312
9.453454971313477,178.60055541992188
9.380645751953125,177.59580993652344
9.308050155639648,176.59100341796875
9.235669136047363,175.58615112304688
9.163503646850586,174.5812530517578
9.091557502746582,173.5762939453125
9.019830703735352,172.5712890625
8.948326110839844,171.56622314453125
8.877044677734375,170.5611114501953
8.805988311767578,169.5559539794922
8.735158920288086,168.55075073242188
8.664559364318848,167.54550170898438
8.594189643859863,166.5402069091797
8.524052619934082,165.53485107421875
8.45414924621582,164.5294647216797
8.384482383728027,163.52403259277344
8.31505298614502,162.51853942871094
8.24586296081543,161.5130157470703
8.17691421508789,160.5074462890625
8.108208656311035,159.5018310546875
8.039748191833496,158.49618530273438
7.971533298492432,157.490478515625
7.903567314147949,156.48475646972656
7.835851669311523,155.47897338867188
7.768387794494629,154.47315979003906
7.70117712020874,153.46730041503906
7.634222030639648,152.46141052246094
7.567524433135986,151.45547485351562
7.5010857582092285,150.4495086669922
7.43490743637085,149.44349670410156
7.368991851806641,148.4374542236328
7.303340435028076,147.43138122558594
7.237955093383789,146.42527770996094
7.172837734222412,145.41912841796875
7.10798978805542,144.41294860839844
7.0434136390686035,143.40673828125
6.979110240936279,142.40049743652344
6.91508150100708,141.39422607421875
6.851329803466797,140.38792419433594
6.787856578826904,139.38157653808594
6.724663257598877,138.37521362304688
6.661752223968506,137.3688201904297
6.599124431610107,136.36239624023438
6.536782741546631,135.35595703125
6.474728107452393,134.34947204589844
6.412962436676025,133.3429718017578
6.351487636566162,132.33644104003906
6.2903056144714355,131.3298797607422
6.2294182777404785,130.32330322265625
6.168826580047607,129.3166961669922
6.108532905578613,128.31007385253906
6.048539161682129,127.30342102050781
5.988846778869629,126.2967529296875
5.929457664489746,125.29005432128906
5.870373249053955,124.28334045410156
5.811595916748047,123.27660369873047
5.753127098083496,122.26985168457031
5.6949687004089355,121.26307678222656
5.63712215423584,120.25628662109375
5.57958984375,119.24947357177734
5.522372722625732,118.24264526367188
5.465473175048828,117.23580169677734
5.40889310836792,116.22894287109375
5.352633953094482,115.2220687866211
5.29669713973999,114.21517944335938
5.241085052490234,113.2082748413086
5.1857991218566895,112.20135498046875
5.130841255187988,111.19442749023438
5.076213359832764,110.18748474121094
5.021917343139648,109.18052673339844
4.967954158782959,108.1735610961914
4.914326190948486,107.16658782958984
4.861035346984863,106.15960693359375
4.8080830574035645,105.1526107788086
4.755471229553223,104.1456069946289
4.7032012939453125,103.13859558105469
4.651275634765625,102.13157653808594
4.599695682525635,101.12454986572266
4.548463344573975,100.11752319335938
4.497580528259277,99.11048889160156
4.447048187255859,98.10344696044922
4.39686918258667,97.09639739990234
4.347044467926025,96.08935546875
4.297576427459717,95.0822982788086
4.248466491699219,94.07524871826172
4.199716567993164,93.06819152832031
4.151328086853027,92.0611343383789
4.103302955627441,91.0540771484375
4.055643558502197,90.0470199584961
4.008350849151611,89.03997039794922
3.9614269733428955,88.03291320800781
3.9148736000061035,87.02586364746094
3.868692636489868,86.01881408691406
3.822885751724243,85.01176452636719
3.7774548530578613,84.00472259521484
3.7324013710021973,82.99768829345703
3.687727451324463,81.99065399169922
3.643434762954712,80.98362731933594
3.599524974822998,79.97660827636719
3.555999994277954,78.96959686279297
3.512861490249634,77.96259307861328
3.470111131668091,76.9555892944336
3.427750825881958,75.94860076904297
3.385782480239868,74.9416275024414
3.344207525253296,73.93465423583984
3.303028106689453,72.92770385742188
3.2622458934783936,71.9207534790039
3.221862316131592,70.913818359375
3.1818795204162598,69.90689849853516
3.142299175262451,68.89999389648438
3.103123188018799,67.89309692382812
3.0643529891967773,66.88621520996094
3.0259907245635986,65.87934875488281
2.9880378246307373,64.87250518798828
2.950496196746826,63.86566925048828
2.913367748260498,62.858856201171875
2.8766541481018066,61.85205841064453
2.8403573036193848,60.845279693603516
2.804478645324707,59.83851623535156
2.7690200805664062,58.8317756652832
2.7339837551116943,57.82505416870117
2.699370861053467,56.818355560302734
2.6651835441589355,55.811676025390625
2.6314234733581543,54.80501937866211
2.5980923175811768,53.79838562011719
2.5651919841766357,52.79177474975586
2.532724380493164,51.785186767578125
2.5006909370422363,50.77862548828125
2.4690935611724854,49.77208709716797
2.437934160232544,48.76557540893555
2.407214403152466,47.759090423583984
2.3769359588623047,46.75263214111328
2.3471007347106934,45.74620056152344
2.3177106380462646,44.73979949951172
2.288767099380493,43.73342514038086
2.2602720260620117,42.727081298828125
2.232227325439453,41.72076416015625
2.204634666442871,40.714481353759766
2.1774959564208984,39.708229064941406
2.1508126258850098,38.70201110839844
2.124586820602417,37.695823669433594
2.0988199710845947,36.689666748046875
2.073514223098755,35.68354797363281
2.048671007156372,34.677459716796875
2.024292230606079,33.671409606933594
2.0003795623779297,32.6653938293457
1.9769351482391357,31.659414291381836
1.9539602994918823,30.653470993041992
1.9314570426940918,29.647565841674805
1.9094271659851074,28.641700744628906
1.8878722190856934,27.63587188720703
1.866794228553772,26.630083084106445
1.846194863319397,25.62433433532715
1.826075792312622,24.618627548217773
1.80643892288208,23.612960815429688
1.7872860431671143,22.607336044311523
1.7686188220977783,21.601755142211914
1.7504390478134155,20.596216201782227
1.7327485084533691,19.59071922302246
1.715549111366272,18.585269927978516
1.6988424062728882,17.579864501953125
