81,164
75,166
69,167
63,168
56,169
50,170
44,171
39,171
33,171
28,171
24,170
19,170
15,169
12,168
9,166
7,165
5,163
3,161
3,159
2,157
3,155
3,152
5,150
7,147
9,145
12,142
15,139
19,137
23,134
28,131
33,129
39,126
44,124
50,122
56,120
62,118
69,116
75,114
81,113
87,112
94,111
100,110
106,109
111,109
117,109
122,109
126,110
131,110
135,111
138,112
141,114
143,115
145,117
147,119
147,121
148,123
147,125
147,128
145,130
143,133
141,135
138,138
135,141
131,143
127,146
122,149
117,151
111,154
106,156
100,158
94,160
88,162
81,164
98,64
98,70
97,76
97,82
95,88
94,94
92,99
90,104
88,109
85,113
83,118
80,121
76,125
73,127
70,130
66,132
62,133
59,134
55,134
51,134
48,133
44,132
40,130
37,127
34,125
30,121
27,118
25,113
22,109
20,104
18,99
16,94
15,88
13,82
13,76
12,70
12,64
12,58
13,52
13,46
15,40
16,34
18,29
20,24
22,19
25,15
27,10
30,7
34,3
37,1
40,-2
44,-4
48,-5
51,-6
55,-6
59,-6
62,-5
66,-4
70,-2
73,1
76,3
80,7
83,10
85,15
88,19
90,24
92,29
94,34
95,40
97,46
97,52
98,58
98,64
70,48
69,50
68,51
67,52
66,54
64,55
63,56
62,57
60,58
59,58
57,59
56,59
54,59
52,59
51,59
49,59
48,59
47,58
45,57
44,57
43,56
42,55
41,54
40,52
39,51
39,50
38,48
38,47
37,45
37,43
37,42
37,40
38,38
38,37
39,35
39,33
40,32
41,30
42,29
43,28
44,26
46,25
47,24
48,23
50,22
51,22
53,21
54,21
56,21
58,21
59,21
61,21
62,21
63,22
65,23
66,23
67,24
68,25
69,26
70,28
71,29
71,30
72,32
72,33
73,35
73,37
73,38
73,40
72,42
72,43
71,45
71,47
70,48
